ZAAKNAAM;ACTIVENQ;XCOORD;YCOORD;WERKOPP;MAARTJE;score;scorem2;
Slagerij Zuid;47221;121215;485379;72;Butcher;-0,4;1,0;
Arveho B.V.;47221;121724;486177;72;Butcher;-0,4;1,0;
Slagerij Hanan;47221;115073;487954;73;Butcher;-0,4;1,0;
Keurslagerij Peter van Poorten;47221;120211;488564;73;Butcher;-0,4;1,0;
Slagerij Medina;47221;122014;484939;73;Butcher;-0,4;1,0;
Van Dam Slagerij B.V.;47221;119863;485301;75;Butcher;-0,4;1,0;
J.C.th.M. Denkers;47221;114879;486177;75;Butcher;-0,4;1,0;
Slagerij Bosse;47221;123146;486977;75;Butcher;-0,4;1,0;
Al Bouhgaz;47221;119626;487054;75;Butcher;-0,4;1,0;
La Carniceria Wittenburgergracht B.V.;47221;123146;486977;75;Butcher;-0,4;1,0;
Firma Korrel;47221;124700;483687;77;Butcher;-0,4;1,0;
C.J. van den Ban;47221;114462;485551;78;Butcher;-0,4;1,0;
Slagerij Robert Zikking;47221;119309;484538;78;Butcher;-0,4;1,0;
El Hamra;47221;122800;488725;78;Butcher;-0,4;1,0;
Poeliersbedrijf El-Hajjam;47221;117776;486226;79;Butcher;-0,4;1,0;
Shams Vlees;47221;117478;486274;79;Butcher;-0,4;2,0;
Altunok Slagerij;47221;124881;490474;80;Butcher;-0,4;2,0;
Poeliersbedrijf Jonk;47222;126989;478673;80;Butcher;-0,4;2,0;
OZ Kiliclar Kasabi;47221;121173;485444;82;Butcher;-0,4;2,0;
Keurslagerij Zeeburg B.V.;47221;124343;487485;82;Butcher;-0,4;2,0;
Keurslagerij Pouw;47221;120906;488466;84;Butcher;-0,4;2,0;
Islamitische Slagerij Zakri;47221;115857;487627;84;Butcher;-0,4;2,0;
Hergo;47221;120257;484561;85;Butcher;-0,4;2,0;
Slagerij Aissame;47221;123056;485508;85;Butcher;-0,4;2,0;
Actief Freshfood;47221;116640;488253;86;Butcher;-0,4;2,0;
Arie van de Raa Slagerijen B.V.;47221;123009;491215;93;Butcher;-0,4;2,0;
Slagerij van der Schaft;47221;119889;486720;95;Butcher;-0,4;2,0;
Medina-Al-Halal B.V.;47221;127040;480998;95;Butcher;-0,4;2,0;
Islamitische Slagerij Mevlana;47221;118683;486974;96;Butcher;-0,4;2,0;
Vette Kalf;47221;120743;488181;98;Butcher;-0,4;2,0;
Yilmaz Helal Slagerij;47221;123522;485431;100;Butcher;-0,4;2,0;
Slagerij Genco et Market;47221;121996;485042;101;Butcher;-0,4;2,0;
V.O.F. Slagerij T.F.M. Louman;47221;120755;488218;104;Butcher;-0,4;2,0;
Nico's Slagerij & Traiteur B.V.;47221;125877;481270;106;Butcher;-0,4;2,0;
Islamitische Slagerij El Bahja;47221;122721;485549;111;Butcher;-0,4;2,0;
Zamzam Halal Productions B.V.;47221;123807;488845;112;Butcher;-0,4;2,0;
Slagerij Veldt;47221;122118;484457;113;Butcher;-0,4;2,0;
Slagerij Lale;47221;124279;486316;116;Butcher;-0,4;2,0;
V.O.F. Slagerij Bart Verkerk;47221;127955;485709;116;Butcher;-0,4;2,0;
Supermarkt Van der Pek;47221;122536;489164;116;Butcher;-0,4;2,0;
Islamitische Slagerij Bismillah;47221;127703;478847;116;Butcher;-0,4;2,0;
Slagerij P. Onink;47221;122777;485573;118;Butcher;-0,4;2,0;
Hergo;47221;119628;482698;119;Butcher;-0,4;2,0;
Gaziantep;47221;114757;485023;120;Butcher;-0,4;2,0;
Nico's Slagerij & Traiteur B.V.;47221;125468;480745;123;Butcher;-0,4;2,0;
Ecologische Slagerij Siem van der Gragt B.V.;47221;120417;486954;126;Butcher;-0,4;2,0;
Al-Mekka Slagerij B.V.;47221;126723;481741;139;Butcher;-0,4;2,0;
Arie van de Raa Slagerijen B.V.;47221;121380;492290;140;Butcher;-0,4;2,0;
Meneer van Dalen;47221;121254;485609;140;Butcher;-0,4;2,0;
Nuri Genco Supermarket;47221;122159;484456;143;Butcher;-0,4;2,0;
Supermarkt El Mundo;47221;124564;485930;150;Butcher;-0,4;2,0;
V.O.F. Kema Vlees;47221;119616;486598;170;Butcher;-0,4;2,0;
Supermarkt Salam;47221;115306;487829;170;Butcher;-0,4;2,0;
Actief Freshfood;47221;116624;488313;176;Butcher;-0,4;2,0;
The Butcher Palace B.V.;47221;115193;485898;176;Butcher;-0,4;2,0;
Keurslagerij Wim Pouw;47221;126985;478689;182;Butcher;-0,4;2,0;
Islamitische Slagerij Anatolia;47221;117239;488099;184;Butcher;-0,4;2,0;
Nasip Market;47221;125567;489507;191;Butcher;-0,4;2,0;
Versmarkt Van Swinden;47221;123512;486145;200;Butcher;-0,4;2,0;
Arie van de Raa Slagerijen B.V.;47221;120303;482706;216;Butcher;-0,4;2,0;
Slagerij Elaf;47221;114640;485616;221;Butcher;-0,4;2,0;
Slagerij Meester;47221;125222;480705;237;Butcher;-0,4;2,0;
Het Lange Mes B.V.;47221;124355;486318;325;Butcher;-0,4;2,0;
V.O.F. Keurslagerij Van Vliet;47221;126893;478860;1179;Butcher;-0,4;2,0;
Brasserie Van Dam B.V.;4711;119815;485435;0;Café-Restaurant;-1,9;0,5;
Cafés Ibiza Nederland;47299;117960;490352;0;Café-Restaurant;-1,9;0,5;
Pizzeria 'Amsterdam' B.V.;56101;121470;487270;0;Café-Restaurant;-1,9;0,5;
Pizzeria Portofino;56101;121579;486806;0;Café-Restaurant;-1,9;0,5;
Ristorante Pizzeria Santa Vergine;56101;121876;487553;0;Café-Restaurant;-1,9;0,5;
Restaurant Pizzeria Capri;56101;120876;488164;0;Café-Restaurant;-1,9;0,5;
Pizzeria Michelangelo;56101;118703;488219;0;Café-Restaurant;-1,9;0,5;
Pizzeria-Hotel 'Doria' Exploitatie B.V.;56101;121445;487283;0;Café-Restaurant;-1,9;0,5;
Pizza Pino Restaurante Italiano Pizzeria;56101;120754;486351;0;Café-Restaurant;-1,9;0,5;
Renato's Pizzeria;56101;121430;484925;0;Café-Restaurant;-1,9;0,5;
Restaurant Pizzeria Lucca B.V.;56101;120713;488348;0;Café-Restaurant;-1,9;0,5;
Pizzeria La Gondelina;56101;118870;484654;0;Café-Restaurant;-1,9;0,5;
Pizzeria Toscana;56101;119658;485246;0;Café-Restaurant;-1,9;0,5;
GIOTTO Pizzeria;56101;116803;486060;0;Café-Restaurant;-1,9;0,5;
Grandcafe L'opera;56101;121643;486621;0;Café-Restaurant;-1,9;0,5;
Grand Café Allure;56101;122213;486841;0;Café-Restaurant;-1,9;0,5;
Grandcafé de Kraai;56101;127125;481048;0;Café-Restaurant;-1,9;0,5;
Grandcafé Holendrecht;56101;126127;479094;0;Café-Restaurant;-1,9;0,5;
Eetcafé Alladin;56101;118606;484893;0;Café-Restaurant;-1,9;0,5;
Roopram Roti / Eetcafé;56101;123504;486107;0;Café-Restaurant;-1,9;0,5;
Eetcafé de Keet B.V.;56101;123591;483479;0;Café-Restaurant;-1,9;0,5;
Eetcafé Koevoet;56101;120826;488091;0;Café-Restaurant;-1,9;0,5;
Eetcafé Dwaze Zaken;56101;121782;487747;0;Café-Restaurant;-1,9;0,5;
Eetcafé Ibis V.O.F.;56101;122320;485428;0;Café-Restaurant;-1,9;0,5;
Eetcafé Oujda;56101;118875;488028;0;Café-Restaurant;-1,9;0,5;
Bistro 'Dal Barone';56101;120298;484792;0;Café-Restaurant;-1,9;0,5;
Bistro Bonjour;56101;121732;486305;0;Café-Restaurant;-1,9;0,5;
Bistro Noord B.V.;56101;121322;490364;0;Café-Restaurant;-1,9;0,5;
Bistro Zuidlande;56101;120377;489350;0;Café-Restaurant;-1,9;0,5;
Bar Bistro Brink 20;56101;128835;485053;0;Café-Restaurant;-1,9;0,5;
Bistro 3Zestig;56101;118457;486886;0;Café-Restaurant;-1,9;0,5;
Ethiopisch Eethuis 'Lalibela';56101;119465;486023;0;Café-Restaurant;-1,9;0,5;
Eethuis Piza Piom Bino;56101;119312;486319;0;Café-Restaurant;-1,9;0,5;
Speciaal Thais Eethuis O-Cha;56101;121952;487456;0;Café-Restaurant;-1,9;0,5;
Enver's Eethuis;56101;115394;485844;0;Café-Restaurant;-1,9;0,5;
V.O.F. Dulhan Eethuis;56101;120472;489162;0;Café-Restaurant;-1,9;0,5;
Indonesisch Eethuis Bojo;56101;120780;486346;0;Café-Restaurant;-1,9;0,5;
Cafetaria Eethuis Family.;56101;114947;485088;0;Café-Restaurant;-1,9;0,5;
Eethuis Pahop Thai;56101;121314;485409;0;Café-Restaurant;-1,9;0,5;
Amstelparkrestaurant Rosarium B.V.;56101;121209;482743;0;Café-Restaurant;-1,9;0,5;
Chinees Restaurant Hoi Tin;56101;121831;487395;0;Café-Restaurant;-1,9;0,5;
Restaurant-Café 'In de Waag' B.V.;56101;121836;487315;0;Café-Restaurant;-1,9;0,5;
Restaurant Granada;56101;120817;486316;0;Café-Restaurant;-1,9;0,5;
Spaans Restaurant La Paella V.O.F.;56101;121720;487626;0;Café-Restaurant;-1,9;0,5;
Café Restaurant de Reiger;56101;120628;487657;0;Café-Restaurant;-1,9;0,5;
Indian Restaurant Akbar;56101;120587;486496;0;Café-Restaurant;-1,9;0,5;
La Boca Restaurant;56101;121229;487307;0;Café-Restaurant;-1,9;0,5;
Chinees-Indisch Restaurant 'San Lok';56101;116834;485207;0;Café-Restaurant;-1,9;0,5;
Italiaans Restaurant L'arena;56101;119665;484404;0;Café-Restaurant;-1,9;0,5;
Restaurant 'Toet-Anchamon 1';56101;121293;483974;0;Café-Restaurant;-1,9;0,5;
Restaurant Korea;56101;120775;481969;0;Café-Restaurant;-1,9;0,5;
Indiaas Restaurant Shahjahan;56101;120697;487908;0;Café-Restaurant;-1,9;0,5;
Restaurant Argentino Villa Maria;56101;120772;486357;0;Café-Restaurant;-1,9;0,5;
Chinees Indisch Restaurant 'Lucky Garden';56101;127015;478639;0;Café-Restaurant;-1,9;0,5;
Japans Restaurant An;56101;121387;485831;0;Café-Restaurant;-1,9;0,5;
Restaurant 'Le Garage';56101;120651;485246;0;Café-Restaurant;-1,9;0,5;
Vietnamees Restaurant 'Wellcome';56101;121902;487543;0;Café-Restaurant;-1,9;0,5;
Japans Specialiteitenrestaurant 'Akitsu';56101;120135;487274;0;Café-Restaurant;-1,9;0,5;
Indonesisch-Chinees Restaurant Puri Mas;56101;120758;486367;0;Café-Restaurant;-1,9;0,5;
Restaurant Moeders;56101;120117;487227;0;Café-Restaurant;-1,9;0,5;
Restaurant 'Het Bosch' B.V.;56101;118280;483213;0;Café-Restaurant;-1,9;0,5;
Restaurant Bangkok;56101;121457;486570;0;Café-Restaurant;-1,9;0,5;
Café-Restaurant Amsterdam B.V.;56101;119666;488611;0;Café-Restaurant;-1,9;0,5;
Mexicaans Restaurant Caramba;56101;120517;488114;0;Café-Restaurant;-1,9;0,5;
Restaurant de Knijp;56101;120488;485333;0;Café-Restaurant;-1,9;0,5;
Restaurant Shiva;56101;121375;486568;0;Café-Restaurant;-1,9;0,5;
Restaurant Du Maroc;56101;116778;485834;0;Café-Restaurant;-1,9;0,5;
Humphrey's Restaurant;56101;121432;487700;0;Café-Restaurant;-1,9;0,5;
Restaurant Place du Nord;56101;124786;489327;0;Café-Restaurant;-1,9;0,5;
Café Restaurant Vanouds de Halve Maen;56101;114509;483859;0;Café-Restaurant;-1,9;0,5;
Restaurant Hap-Hmm;56101;120201;486321;0;Café-Restaurant;-1,9;0,5;
Restaurant Matias 1;56101;120732;486327;0;Café-Restaurant;-1,9;0,5;
Chinees Indisch Restaurant 'Kwun Wah';56101;115110;486238;0;Café-Restaurant;-1,9;0,5;
Tapasbar-Restaurant Castro B.V.;56101;118928;485026;0;Café-Restaurant;-1,9;0,5;
Chinees Indisch Restaurant 'Tai Yuen';56101;119053;482088;0;Café-Restaurant;-1,9;0,5;
Mayur Restaurant;56101;120871;486170;0;Café-Restaurant;-1,9;0,5;
Ethiopisch Restaurant Axum;56101;121798;486087;0;Café-Restaurant;-1,9;0,5;
New China City II Restaurant;56101;120257;484577;0;Café-Restaurant;-1,9;0,5;
Restaurant Greetje;56101;122346;487186;0;Café-Restaurant;-1,9;0,5;
Spaans Restaurant Vamos A Ver;56101;121725;485493;0;Café-Restaurant;-1,9;0,5;
Chinese Specialiteiten Restaurant Havenstad;56101;124558;487143;0;Café-Restaurant;-1,9;0,5;
Bird Thais Restaurant;56101;121860;487524;0;Café-Restaurant;-1,9;0,5;
Restaurant Vandemarkt;56101;122736;484694;0;Café-Restaurant;-1,9;0,5;
Restaurant de Nissen;56101;121334;487015;0;Café-Restaurant;-1,9;0,5;
Restaurant San Thomas;56101;121783;487691;0;Café-Restaurant;-1,9;0,5;
Restaurant Dim Sum Court;56101;121297;486784;0;Café-Restaurant;-1,9;0,5;
Café Restaurant Divan;56101;120586;487043;0;Café-Restaurant;-1,9;0,5;
Restaurant Tong Ah;56101;120782;486273;0;Café-Restaurant;-1,9;0,5;
Restaurant Canton Amsterdam;56101;115556;485984;0;Café-Restaurant;-1,9;0,5;
Mexicaans Café-Restaurant 'La Margarita';56101;121347;486936;0;Café-Restaurant;-1,9;0,5;
Chinees Indisch Restaurant 'Nam Kee';56101;121903;487346;0;Café-Restaurant;-1,9;0,5;
Café-Restaurant Aguada;56101;122534;486315;0;Café-Restaurant;-1,9;0,5;
Frenzi Restaurant;56101;121715;486805;0;Café-Restaurant;-1,9;0,5;
Japans Restaurant Issa;56101;119039;484277;0;Café-Restaurant;-1,9;0,5;
Restaurant Taste of Culture;56101;120801;486252;0;Café-Restaurant;-1,9;0,5;
Café Restaurant San Diego;56101;121765;487103;0;Café-Restaurant;-1,9;0,5;
Hwa Won Koreaans Restaurant;56101;120744;481891;0;Café-Restaurant;-1,9;0,5;
Indonesisch Restaurant Java;56101;121486;487588;0;Café-Restaurant;-1,9;0,5;
Café-Restaurant de Veranda B.V.;56101;118866;482680;0;Café-Restaurant;-1,9;0,5;
Lucius Visrestaurant;56101;121095;487102;0;Café-Restaurant;-1,9;0,5;
Sawaddee Ka Thai Restaurant;56101;120235;486243;0;Café-Restaurant;-1,9;0,5;
Café Restaurant van Puffelen Café Restaurant;56101;120678;487214;0;Café-Restaurant;-1,9;0,5;
Lundi Finance B.V. h/o Gau restaurant;56101;121454;487278;0;Café-Restaurant;-1,9;0,5;
Restaurant Oud-Zuid B.V.;56101;120026;485362;0;Café-Restaurant;-1,9;0,5;
Restaurant Zina B.V.;56101;120070;486490;0;Café-Restaurant;-1,9;0,5;
Chinees Restaurant Chengdu;56101;124293;487814;0;Café-Restaurant;-1,9;0,5;
Café Restaurant Q Global Kitchen;56101;121573;487837;0;Café-Restaurant;-1,9;0,5;
Restaurant Tastefull;56101;121645;487170;0;Café-Restaurant;-1,9;0,5;
Het Karbeel Café-Restaurant;56101;121758;487689;0;Café-Restaurant;-1,9;0,5;
Restaurant Chang-i;56101;120292;485485;0;Café-Restaurant;-1,9;0,5;
C.V. Ind. Specialiteiten Restaurant Desa;56101;121252;485132;0;Café-Restaurant;-1,9;0,5;
Shiki Japanese Restaurant;56101;121399;487474;0;Café-Restaurant;-1,9;0,5;
Asian Taste Restaurant;56101;116832;486024;0;Café-Restaurant;-1,9;0,5;
Restaurant Mehtap;56101;119262;487130;0;Café-Restaurant;-1,9;0,5;
Restaurant New China Town;56101;122021;484911;0;Café-Restaurant;-1,9;0,5;
Vyne Wijnrestaurant B.V.;56101;121057;486746;0;Café-Restaurant;-1,9;0,5;
Restaurant Azmarino;56101;121756;485217;0;Café-Restaurant;-1,9;0,5;
Orbit Restaurant & Lounge Amsterdam B.V.;56101;121195;484239;0;Café-Restaurant;-1,9;0,5;
Restaurant Parra;56101;120644;487492;0;Café-Restaurant;-1,9;0,5;
Leziz Restaurant;56101;114822;484984;0;Café-Restaurant;-1,9;0,5;
Restaurant Bussia;56101;120699;487295;0;Café-Restaurant;-1,9;0,5;
Restaurant Mamouche;56101;121270;485527;0;Café-Restaurant;-1,9;0,5;
Argentijns Restaurant Mendoza;56101;120723;487452;0;Café-Restaurant;-1,9;0,5;
Restaurant Argentinos B.V.;56101;121495;487237;0;Café-Restaurant;-1,9;0,5;
Ganesha Indian Restaurant;56101;121999;487662;0;Café-Restaurant;-1,9;0,5;
Lunch & Restaurant Slooten;56101;116568;488082;0;Café-Restaurant;-1,9;0,5;
Italiaans Restaurant Da Giorgio;56101;121724;487649;0;Café-Restaurant;-1,9;0,5;
Restaurant Revan B.V.;56101;122032;484850;0;Café-Restaurant;-1,9;0,5;
Libanees Restaurant B.V.;56101;118018;485029;0;Café-Restaurant;-1,9;0,5;
Restaurant Meram Amsterdam West B.V.;56101;116419;488192;0;Café-Restaurant;-1,9;0,5;
Restaurant Stork B.V.;56101;123172;488384;0;Café-Restaurant;-1,9;0,5;
Restaurant Indrapura-Asian Home Cooking;56101;121616;486542;0;Café-Restaurant;-1,9;0,5;
Tandoor Indian Restaurant;56101;120658;486461;0;Café-Restaurant;-1,9;0,5;
Bite Restaurants B.V.;56101;121757;487666;0;Café-Restaurant;-1,9;0,5;
Café Restaurant Volt;56101;121204;484967;0;Café-Restaurant;-1,9;0,5;
Chinees Indisch Restaurant 'Golden Garden';56101;117709;484799;0;Café-Restaurant;-1,9;0,5;
Saigon Café Lounge Restaurant;56101;120722;486429;0;Café-Restaurant;-1,9;0,5;
REM eiland Restaurant;56101;120706;490214;0;Café-Restaurant;-1,9;0,5;
African Kitchen Restaurant;56101;127708;478763;0;Café-Restaurant;-1,9;0,5;
Kokohili Restaurant Amsterdam;56101;120741;481962;0;Café-Restaurant;-1,9;0,5;
Restaurant de Kraai;56101;127147;481040;0;Café-Restaurant;-1,9;0,5;
Café Restaurant De Eendracht Abcoude B.V.;56101;119196;487151;0;Café-Restaurant;-1,9;0,5;
Restaurant Vandaag Amsterdam B.V.;56101;121315;483718;0;Café-Restaurant;-1,9;0,5;
Restaurant Rancho's 7 B.V.;56101;120742;486317;0;Café-Restaurant;-1,9;0,5;
Vegetarisch Restaurant Betty's;56101;122195;484291;0;Café-Restaurant;-1,9;0,5;
Restaurant Meram Amsterdam ZuidOost B.V.;56101;126884;481713;0;Café-Restaurant;-1,9;0,5;
Café-Restaurant The Old Quarter;56101;121758;487689;0;Café-Restaurant;-1,9;0,5;
Restaurant N9ne;56101;119815;483446;0;Café-Restaurant;-1,9;0,5;
Roads - Freud Restaurant / Lunchcafé;56101;120501;489069;0;Café-Restaurant;-1,9;0,5;
Chinees Specialiteiten Restaurant Wong-Koen;56101;124455;484634;0;Café-Restaurant;-1,9;0,5;
Restaurant Yatta;56101;123822;485478;0;Café-Restaurant;-1,9;0,5;
Oldschool Restaurant B.V.;56101;121537;483400;0;Café-Restaurant;-1,9;0,5;
Restaurant Riaz;56101;119971;486651;0;Café-Restaurant;-1,9;0,5;
Laromme Restaurant B.V.;56101;124255;486793;0;Café-Restaurant;-1,9;0,5;
Café Restaurant Studio Westerpark;56101;119606;488344;0;Café-Restaurant;-1,9;0,5;
Restaurant Cascade B.V.;56101;121951;483534;0;Café-Restaurant;-1,9;0,5;
Restaurant Berrak;56101;117477;486282;0;Café-Restaurant;-1,9;0,5;
Caspian Restaurant B.V.;56101;117459;486997;0;Café-Restaurant;-1,9;0,5;
Restaurant Genroku2 B.V.;56101;121200;486607;0;Café-Restaurant;-1,9;0,5;
Restaurant Johannes;56101;120956;486754;0;Café-Restaurant;-1,9;0,5;
Restaurant Portugalia;56101;120805;486540;0;Café-Restaurant;-1,9;0,5;
Restaurant De Twee Cheetahs;56101;122674;486670;0;Café-Restaurant;-1,9;0,5;
Restaurant Pizzaria Sorrento;56101;121508;487590;0;Café-Restaurant;-1,9;0,5;
Argana Restaurant;56101;116831;486094;0;Café-Restaurant;-1,9;0,5;
Café Restaurant Hoogendam;56101;121307;488521;0;Café-Restaurant;-1,9;0,5;
Restaurant de Smederij;56101;121414;490449;0;Café-Restaurant;-1,9;0,5;
Restaurant Topkapi Amsterdam;56101;120758;486367;0;Café-Restaurant;-1,9;0,5;
Geisha Restaurant;56101;122016;487613;0;Café-Restaurant;-1,9;0,5;
White Elephant Thai Restaurant;56101;124124;486414;0;Café-Restaurant;-1,9;0,5;
Restaurant FAAM B.V.;56101;119270;487217;0;Café-Restaurant;-1,9;0,5;
Restaurant/café The Bulldog Port 26;56101;119001;490962;0;Café-Restaurant;-1,9;0,5;
Café-Restaurant De Plantage B.V.;56101;122661;486649;0;Café-Restaurant;-1,9;0,5;
Restaurant Mi Sabor;56101;124991;486490;0;Café-Restaurant;-1,9;0,5;
Restaurant Di Bruno;56101;119849;485474;0;Café-Restaurant;-1,9;0,5;
Restaurant Presidente;56101;122926;484923;0;Café-Restaurant;-1,9;0,5;
Restaurant MOS B.V.;56101;121529;488546;0;Café-Restaurant;-1,9;0,5;
Restaurant Manoto;56101;119987;487216;0;Café-Restaurant;-1,9;0,5;
Restaurant Melo;56101;120645;487960;0;Café-Restaurant;-1,9;0,5;
Sherpa Restaurant;56101;120778;486256;0;Café-Restaurant;-1,9;0,5;
Mondiaal M.K. Lunch/Restaurant;56101;121639;487784;0;Café-Restaurant;-1,9;0,5;
Zirve Restaurant;56101;122634;486582;0;Café-Restaurant;-1,9;0,5;
Oriental Restaurant Ruby;56101;120227;482785;0;Café-Restaurant;-1,9;0,5;
Restaurant Chi;56101;118760;485316;0;Café-Restaurant;-1,9;0,5;
Carpe Diem Loungerestaurant;56101;118521;488684;0;Café-Restaurant;-1,9;0,5;
Restaurant Semai;56101;122649;489626;0;Café-Restaurant;-1,9;0,5;
café restaurant 1900 B.V.;56101;124067;485310;0;Café-Restaurant;-1,9;0,5;
Bollywood Indian Restaurant;56101;120760;486346;0;Café-Restaurant;-1,9;0,5;
Café/Restaurant IJland;56101;120938;489209;0;Café-Restaurant;-1,9;0,5;
Restaurant Dubbel B.V.;56101;120797;486213;0;Café-Restaurant;-1,9;0,5;
GIN Restaurant B.V.;56101;120449;487902;0;Café-Restaurant;-1,9;0,5;
Tropical Brasil Restaurant Bar;56101;119230;486451;0;Café-Restaurant;-1,9;0,5;
Natraj Indian Restaurant;56101;123680;485396;0;Café-Restaurant;-1,9;0,5;
Indian Restaurant Gandhi;56101;121493;487605;0;Café-Restaurant;-1,9;0,5;
Japans Restaurant Tai Yu;56101;124674;489446;0;Café-Restaurant;-1,9;0,5;
Amigo Restaurant;56101;120642;487430;0;Café-Restaurant;-1,9;0,5;
Formosa Argentijns Restaurant;56101;121461;487725;0;Café-Restaurant;-1,9;0,5;
Neetu Dhaba Indiaas Restaurant;56101;119132;485843;0;Café-Restaurant;-1,9;0,5;
De Eilanders Restaurants B.V.;56101;121205;489158;0;Café-Restaurant;-1,9;0,5;
De Eilanders Restaurants B.V.;56101;122578;486511;0;Café-Restaurant;-1,9;0,5;
De Eilanders Restaurants B.V.;56101;118894;485701;0;Café-Restaurant;-1,9;0,5;
De Eilanders Restaurants B.V.;56101;120872;488519;0;Café-Restaurant;-1,9;0,5;
Suada Restaurant;56101;117063;487058;0;Café-Restaurant;-1,9;0,5;
Restaurant El Asador;56101;121770;487680;0;Café-Restaurant;-1,9;0,5;
Indian & Indonesian Restaurant Vijaya;56101;121987;487622;0;Café-Restaurant;-1,9;0,5;
Restaurant 'Chong Kee';56101;119546;486572;0;Café-Restaurant;-1,9;0,5;
Florence Restaurant;56101;118524;488449;0;Café-Restaurant;-1,9;0,5;
Restaurant VijfnulVijf B.V.;56101;124496;486085;0;Café-Restaurant;-1,9;0,5;
Restaurant I-Grec;56101;128279;485791;0;Café-Restaurant;-1,9;0,5;
Restaurant Truva Aspendos;56101;119417;486037;0;Café-Restaurant;-1,9;0,5;
PPS Restaurant B.V.;56101;120794;486295;0;Café-Restaurant;-1,9;0,5;
Tulsi Indian Restaurant;56101;122032;484850;0;Café-Restaurant;-1,9;0,5;
Restaurant de Oude Muntkelder;56101;118528;486619;0;Café-Restaurant;-1,9;0,5;
Royale Biladi Café en Restaurant;56101;122694;485724;0;Café-Restaurant;-1,9;0,5;
Café-Restaurant IL Panorama;56101;120924;487386;0;Café-Restaurant;-1,9;0,5;
Casa Pino Mediterraanse Café Restaurant B.V.;56101;122129;484592;0;Café-Restaurant;-1,9;0,5;
La Suegra Latin Restaurant;56101;121515;486481;0;Café-Restaurant;-1,9;0,5;
Venezia Del Nord;56101;120640;487436;0;Café-Restaurant;-1,9;0,5;
China Town;56101;126111;479210;0;Café-Restaurant;-1,9;0,5;
Wing Kee V.O.F.;56101;121855;487514;0;Café-Restaurant;-1,9;0,5;
Me Naam Naan;56101;121958;487274;0;Café-Restaurant;-1,9;0,5;
Beems Brasserie;56101;121288;487048;0;Café-Restaurant;-1,9;0,5;
Brasserie van Baerle;56101;120534;485228;0;Café-Restaurant;-1,9;0,5;
Kam Yin;56101;121778;487720;0;Café-Restaurant;-1,9;0,5;
Schuim B.V.;56101;121112;487242;0;Café-Restaurant;-1,9;0,5;
Eetcafe 't Pakhuis;56101;121180;486819;0;Café-Restaurant;-1,9;0,5;
India Roti Room;56101;122465;485473;0;Café-Restaurant;-1,9;0,5;
Eetcafe 'Semhar';56101;120283;487633;0;Café-Restaurant;-1,9;0,5;
Sottas B.V.;56101;120585;487812;0;Café-Restaurant;-1,9;0,5;
Sichuan Food Amsterdam B.V.;56101;121174;486631;0;Café-Restaurant;-1,9;0,5;
Pizza-Spagetti-Huis 'Casa di David';56101;120985;486834;0;Café-Restaurant;-1,9;0,5;
Tavola Calda Caprese;56101;121176;486929;0;Café-Restaurant;-1,9;0,5;
Sampurna;56101;121154;486669;0;Café-Restaurant;-1,9;0,5;
Sama Sebo B.V.;56101;120659;485997;0;Café-Restaurant;-1,9;0,5;
Sapore Italiano;56101;121464;487813;0;Café-Restaurant;-1,9;0,5;
Empresa Pacifico B.V.;56101;121738;487645;0;Café-Restaurant;-1,9;0,5;
La Festa;56101;120478;487012;0;Café-Restaurant;-1,9;0,5;
Café Josélito;56101;121461;487994;0;Café-Restaurant;-1,9;0,5;
Hosokawa B.V.;56101;120645;486211;0;Café-Restaurant;-1,9;0,5;
Kaiko;56101;121482;484304;0;Café-Restaurant;-1,9;0,5;
De Nachtwacht;56101;121506;486537;0;Café-Restaurant;-1,9;0,5;
Barbeque 'Castell';56101;120781;486225;0;Café-Restaurant;-1,9;0,5;
Noodles&More;56101;121919;485239;0;Café-Restaurant;-1,9;0,5;
"Italiaans Eetcafe "" I Trulli """;56101;122219;484182;0;Café-Restaurant;-1,9;0,5;
Ouzeri I. Kriti;56101;120690;485138;0;Café-Restaurant;-1,9;0,5;
Exploitatie Maatschappij Schörn B.V.;56101;120248;484472;0;Café-Restaurant;-1,9;0,5;
Perla di Roma;56101;116880;485762;0;Café-Restaurant;-1,9;0,5;
Gusto Della Cucina Italiana;56101;121822;487224;0;Café-Restaurant;-1,9;0,5;
Srikandi B.V.;56101;120698;486079;0;Café-Restaurant;-1,9;0,5;
Oriental City B.V.;56101;121564;487218;0;Café-Restaurant;-1,9;0,5;
Tivoli - Pastabar B.V.;56101;121635;487743;0;Café-Restaurant;-1,9;0,5;
Café de Balie;56101;120639;486253;0;Café-Restaurant;-1,9;0,5;
King Way B.V.;56101;121564;487218;0;Café-Restaurant;-1,9;0,5;
Pata Negra B.V.;56101;121753;486057;0;Café-Restaurant;-1,9;0,5;
