ZAAKNAAM;XCOORD;YCOORD;WERKOPP;outlet_type;m2_score;score_maartje;impact_factor
Japans en Aziatisch Delicatessenhuis Zen;121036;485578;65;Delicacies;1,5;0,2;0,3
Gastronomia Gianni Specialitá Liguri;121980;486644;65;Delicacies;1,5;0,2;0,3
Lezzet Traiteur;118481;484909;66;Delicacies;1,5;0,2;0,3
Pronk Culinair;116998;485504;67;Delicacies;1,5;0,2;0,3
Daily Delis de eet en drink winkel;124494;484729;70;Delicacies;1,5;0,2;0,3
Davids Coffee & Nuts;123540;485839;71;Delicacies;1,5;0,2;0,3
A Loja Portugese Delicatessen;119089;484990;72;Delicacies;1,5;0,2;0,3
The Italian Bistro Project;123659;485520;72;Delicacies;1,5;0,2;0,3
Sabor de Maria;120779;485035;75;Delicacies;1,5;0,2;0,3
Moldavië traiteur en catering;115860;487863;77;Delicacies;1,5;0,2;0,3
Eatalie Gastronomia;122264;484008;80;Delicacies;1,5;0,2;0,3
Ibericus NL B.V.;121205;488187;86;Delicacies;1,5;0,2;0,3
Uliveto;121551;485816;90;Delicacies;1,5;0,2;0,3
V.O.F. Casa Di Maggio;118680;485736;91;Delicacies;1,5;0,2;0,3
Mouwes Kosher Delicatessen V.O.F.;119838;482102;94;Delicacies;1,5;0,2;0,3
V.O.F. Traiteur Chefs & Co.;121113;484181;99;Delicacies;1,5;0,2;0,3
Assaggio Delicatessen;120948;487892;102;Delicacies;1,5;0,2;0,3
Cora Delicatessenwinkel;120764;486495;137;Delicacies;1,5;0,2;0,3
For Your Taste Only;121493;484108;152;Delicacies;1,5;0,2;0,3
Kruidvat;124309;490234;0;Drugstore;0,5;-4;-2
Nunog B.V.;119599;482060;0;Drugstore;0,5;-4;-2
Kruidvat;124491;484725;0;Drugstore;0,5;-4;-2
Etos Drogisterij;120199;482655;0;Drugstore;0,5;-4;-2
Kruidvat;118347;484949;0;Drugstore;0,5;-4;-2
Holland & Barrett B.V.;122826;489306;0;Drugstore;0,5;-4;-2
Etos;122853;489286;0;Drugstore;0,5;-4;-2
Kruidvat;122164;484436;0;Drugstore;0,5;-4;-2
Drogisterij Stadionplein;118895;484210;0;Drugstore;0,5;-4;-2
Holland & Barrett;121719;486203;0;Drugstore;0,5;-4;-2
Kruidvat;121898;485280;0;Drugstore;0,5;-4;-2
Action Amsterdam;123892;485571;0;Drugstore;0,5;-4;-2
Etos;117582;489157;35;Drugstore;0,5;-4;-2
Drogisterij Grimme;121196;485347;37;Drugstore;0,5;-4;-2
Drogisterij het Heertje;121087;487797;39;Drugstore;0,5;-4;-2
SG Retail Nieuwendijk B.V.;121364;487467;50;Drugstore;0,5;-4;-2
Kruidvat;121438;486636;50;Drugstore;0,5;-4;-2
De Peperbol;121415;485412;51;Drugstore;0,5;-4;-2
Drogisterij A.L. Oorbeek;121735;486206;51;Drugstore;0,5;-4;-2
Drogisterij Margriet;121177;484443;52;Drugstore;0,5;-4;-2
Drogist Hermanusje van Alles;120640;487959;52;Drugstore;0,5;-4;-2
HD Retail t.h.o.d.n. DA Fris-Gezond-Mooi;125714;478643;60;Drugstore;0,5;-4;-2
Drogisterij Van Gelder B.V.;122093;484749;60;Drugstore;0,5;-4;-2
Drogisterij Centraal;122590;486586;63;Drugstore;0,5;-4;-2
Drogisterij Parfumerie 'Marjo' B.V.;121515;487246;65;Drugstore;0,5;-4;-2
Drogisterij Parfumerie 'Marjo' B.V.;121866;487533;65;Drugstore;0,5;-4;-2
Drogisterij-Parfumerie Boogaard;119860;485324;67;Drugstore;0,5;-4;-2
Holland & Barrett B.V.;120279;484655;70;Drugstore;0,5;-4;-2
Etos;118594;487102;73;Drugstore;0,5;-4;-2
Drogisterij Parfumerie Zonnebloem;120642;482120;73;Drugstore;0,5;-4;-2
Etos;121746;487936;75;Drugstore;0,5;-4;-2
Etos;121819;487949;77;Drugstore;0,5;-4;-2
Drogisterij/Parfumerie A.L. Oorbeek;124316;490146;82;Drugstore;0,5;-4;-2
Etos;124327;487467;90;Drugstore;0,5;-4;-2
Holland & Barrett;118181;487979;95;Drugstore;0,5;-4;-2
De Tuinen;121271;487274;96;Drugstore;0,5;-4;-2
De Tuinen;121564;487743;107;Drugstore;0,5;-4;-2
Etos B.V.;118545;485009;109;Drugstore;0,5;-4;-2
Body & Beauty N. Kallan;119392;486106;110;Drugstore;0,5;-4;-2
Drogisterij Schumacher B.V.;122791;485578;113;Drugstore;0,5;-4;-2
De Tuinen met Holland & Barrett;121858;485370;113;Drugstore;0,5;-4;-2
Kruidvat;115767;484361;113;Drugstore;0,5;-4;-2
De Tuinen;120833;486535;113;Drugstore;0,5;-4;-2
Etos;120936;488438;115;Drugstore;0,5;-4;-2
De Tuinen;125361;480810;116;Drugstore;0,5;-4;-2
De Tuinen;121218;486886;122;Drugstore;0,5;-4;-2
Kruidvat;121171;485438;125;Drugstore;0,5;-4;-2
Drogisterij Tom Lowie;120217;488523;127;Drugstore;0,5;-4;-2
De Tuinen;121169;485194;137;Drugstore;1;-4;-4
Etos;124980;480572;138;Drugstore;1;-4;-4
Euroland;124560;490113;140;Drugstore;1;-4;-4
De Tuinen;119567;486580;140;Drugstore;1;-4;-4
Etos Drogisterij;121893;485352;141;Drugstore;1;-4;-4
De Tuinen;120261;482664;142;Drugstore;1;-4;-4
Bert Verlaan B.V.;120417;489183;146;Drugstore;1;-4;-4
Drogisterij IJburg B.V.;127994;485636;147;Drugstore;1;-4;-4
Etos;119981;483563;149;Drugstore;1;-4;-4
De Tuinen;115362;485898;149;Drugstore;1;-4;-4
Kruidvat;120232;488512;150;Drugstore;1;-4;-4
De Tuinen;116556;488229;157;Drugstore;1;-4;-4
Etos Drogisterij;123681;485563;158;Drugstore;1;-4;-4
Kruidvat;118553;487091;160;Drugstore;1;-4;-4
Trekpleister;122123;484442;162;Drugstore;1;-4;-4
Kruidvat;115073;487983;165;Drugstore;1;-4;-4
Action Amsterdam;125593;489457;166;Drugstore;1;-4;-4
Etos;122191;484138;167;Drugstore;1;-4;-4
Etos;120275;484643;170;Drugstore;1;-4;-4
Drogisterij Josefien;121366;492293;175;Drugstore;1;-4;-4
Etos B.V.;120026;487535;180;Drugstore;1;-4;-4
Xenos B.V.;119821;487081;183;Drugstore;1;-4;-4
Drogisterij-Parfumerie Boogaard;119528;484371;186;Drugstore;1;-4;-4
Etos Rolf B.V.;114069;484819;196;Drugstore;1;-4;-4
Kruidvat;120183;482670;197;Drugstore;1;-4;-4
Trekpleister;116768;485401;199;Drugstore;1;-4;-4
Etos Tollenaar;119124;487595;200;Drugstore;1;-4;-4
Etos Reigersbos;126944;478717;200;Drugstore;1;-4;-4
Kruidvat;123005;491211;206;Drugstore;1;-4;-4
Kruidvat;119599;482071;206;Drugstore;1;-4;-4
Etos;120726;486454;207;Drugstore;1;-4;-4
Nagel Drogisterijen B.V.;118806;484990;208;Drugstore;1;-4;-4
V.O.F. Etos Pauzjenne;122912;485625;208;Drugstore;1;-4;-4
Etos;123657;486194;210;Drugstore;1;-4;-4
Kruidvat;124253;486316;211;Drugstore;1;-4;-4
Etos B.V.;124523;486236;213;Drugstore;1;-4;-4
Etos Erisman;119537;486568;216;Drugstore;1;-4;-4
Trekpleister;115201;485784;218;Drugstore;1;-4;-4
Etos;123074;484415;222;Drugstore;1;-4;-4
Etos;120575;487037;222;Drugstore;1;-4;-4
Euroland;119344;486464;225;Drugstore;1;-4;-4
Trekpleister;123010;491211;236;Drugstore;1;-4;-4
Tiger Stores Nederland B.V.;121519;486595;236;Drugstore;1;-4;-4
Kruidvat;127128;480996;237;Drugstore;1;-4;-4
Kruidvat;123684;486104;240;Drugstore;1;-4;-4
De Tuinen;123768;485565;242;Drugstore;1;-4;-4
Kruidvat;126623;481654;243;Drugstore;1;-4;-4
Kruidvat;121997;486879;243;Drugstore;1;-4;-4
Etos B.V.;116559;488228;256;Drugstore;1,5;-4;-6
Etos;121138;485321;257;Drugstore;1,5;-4;-6
Drogisterij Parfumerie Sierplein;116754;485450;261;Drugstore;1,5;-4;-6
Kruidvat;121443;484317;264;Drugstore;1,5;-4;-6
DA Beauté Josefien;121792;485504;265;Drugstore;1,5;-4;-6
Kruidvat;126107;479218;267;Drugstore;1,5;-4;-6
Kruidvat;124320;487469;270;Drugstore;1,5;-4;-6
Kruidvat;121227;485049;275;Drugstore;1,5;-4;-6
Drogisterij Pieter Calandlaan B.V.;114946;485085;277;Drugstore;1,5;-4;-6
Etos;118430;487988;281;Drugstore;1,5;-4;-6
Euroland;116562;488227;289;Drugstore;1,5;-4;-6
Etos;121593;487831;289;Drugstore;1,5;-4;-6
Etos;119822;487093;290;Drugstore;1,5;-4;-6
Kruidvat;119453;486537;297;Drugstore;1,5;-4;-6
Kruidvat;119050;487573;300;Drugstore;1,5;-4;-6
Kruidvat;116644;488220;300;Drugstore;1,5;-4;-6
Etos;127973;485693;320;Drugstore;1,5;-4;-6
Etos Beauty Case;115271;485925;330;Drugstore;1,5;-4;-6
De Tuinen;124365;490222;338;Drugstore;1,5;-4;-6
Action Amsterdam;117775;484798;346;Drugstore;1,5;-4;-6
Xenos B.V.;115415;485918;348;Drugstore;1,5;-4;-6
Kruidvat;123854;485577;349;Drugstore;1,5;-4;-6
Kruidvat;126934;478754;350;Drugstore;1,5;-4;-6
Xenos B.V.;121317;486717;356;Drugstore;1,5;-4;-6
Etos Beauty Case;120179;486218;360;Drugstore;1,5;-4;-6
Action Amsterdam;119522;486561;365;Drugstore;1,5;-4;-6
Etos;121442;486656;376;Drugstore;1,5;-4;-6
Etos Drogisterij;121410;487553;378;Drugstore;1,5;-4;-6
Etos;125586;489481;378;Drugstore;1,5;-4;-6
Kruidvat;118089;487978;499;Drugstore;1,5;-4;-6
Etos B.V.;124482;484785;500;Drugstore;1,5;-4;-6
Etos;124498;490144;505;Drugstore;1,5;-4;-6
Action Amsterdam;126993;480952;548;Drugstore;1,5;-4;-6
Kruidvat;125297;480672;550;Drugstore;1,5;-4;-6
Kruidvat;121460;487617;568;Drugstore;1,5;-4;-6
Kruidvat;115428;485922;651;Drugstore;1,5;-4;-6
Xenos B.V.;123778;485578;664;Drugstore;1,5;-4;-6
Euroland;121223;485355;670;Drugstore;1,5;-4;-6
Kruidvat;119829;487010;868;Drugstore;1,5;-4;-6
Etos;125535;480797;940;Drugstore;1,5;-4;-6
Action Amsterdam;121306;483630;1000;Drugstore;1,5;-4;-6
Action Amsterdam;113816;486053;1185;Drugstore;1,5;-4;-6
Action Amsterdam;126070;479204;1207;Drugstore;1,5;-4;-6
Trekpleister;121277;485596;1224;Drugstore;1,5;-4;-6
Action Amsterdam;116503;488241;1247;Drugstore;1,5;-4;-6
Action Amsterdam;118897;488614;1450;Drugstore;1,5;-4;-6
Etos;121154;487333;1951;Drugstore;1,5;-4;-6
Trekpleister;121306;483628;2818;Drugstore;1,5;-4;-6
Pittstop Snacks t.h.o.d.n. FEBO;125429;480859;0;Fast-food;0,5;-4,9;-2,45
McSomel Amsterdam W.o.F. B.V.;125633;481744;0;Fast-food;0,5;-4,9;-2,45
MacBlauw 1180 B.V.;123676;486164;0;Fast-food;0,5;-4,9;-2,45
Burger King Restaurants B.V.;124571;480099;0;Fast-food;0,5;-4,9;-2,45
NS Stat. Ret.bdr. B.V./Smullers (st. A'dam Z);119976;483494;0;Fast-food;0,5;-4,9;-2,45
KFC Foodstrip;124977;478396;0;Fast-food;0,5;-4,9;-2,45
Burger King Foodstrip;124951;478377;0;Fast-food;0,5;-4,9;-2,45
S H Snacks;126363;478371;0;Fast-food;0,5;-4,9;-2,45
Patat Frite Bakkerij Graanstra en Zoon;120774;487450;0;Fast-food;0,5;-4,9;-2,45
Vlaamse Frites Sloterdijk;117588;489099;0;Fast-food;0,5;-4,9;-2,45
KFC Jan van Galen;118103;487196;0;Fast-food;0,5;-4,9;-2,45
MacBlauw 1008 B.V.;121127;485354;0;Fast-food;0,5;-4,9;-2,45
Duke Patato;122115;486040;0;Fast-food;0,5;-4,9;-2,45
Febo Boulevard;124549;480719;0;Fast-food;0,5;-4,9;-2,45
Halal Fast Food B.V.;114664;484721;0;Fast-food;0,5;-4,9;-2,45
McSomel Amsterdam Poort B.V.;125427;480871;0;Fast-food;0,5;-4,9;-2,45
Effe Snacks;115863;487878;0;Fast-food;0,5;-4,9;-2,45
Snackbar-Eethuis Warung Mini Ceintuurbaan;121942;485370;0;Fast-food;0,5;-4,9;-2,45
Pizzeria/Shoarma/Snackbar Columbus;118739;486578;0;Fast-food;0,5;-4,9;-2,45
MacBlauw 1252 B.V.;121666;487782;0;Fast-food;0,5;-4,9;-2,45
MacBlauw 1073 B.V.;121392;487440;0;Fast-food;0,5;-4,9;-2,45
Snackbar 5 sterren;122947;489496;0;Fast-food;0,5;-4,9;-2,45
Snacks & Vlaamse Friet Moes;121137;485401;0;Fast-food;0,5;-4,9;-2,45
Patates Amsterdam V.O.F.;121133;485400;0;Fast-food;0,5;-4,9;-2,45
Everest Kitchen Snackbar;121205;484978;0;Fast-food;0,5;-4,9;-2,45
VELTMEER B.V.;113148;485490;0;Fast-food;0,5;-4,9;-2,45
Febo Mosveld;122652;489367;0;Fast-food;0,5;-4,9;-2,45
ASA Fastfood B.V.;122690;489398;0;Fast-food;0,5;-4,9;-2,45
KFC Bos en Lommer;118209;487981;0;Fast-food;0,5;-4,9;-2,45
Eype Snacks;124487;489890;0;Fast-food;0,5;-4,9;-2,45
Mally's Snack;125694;480290;0;Fast-food;0,5;-4,9;-2,45
McDonald's Restaurant;122650;492074;0;Fast-food;0,5;-4,9;-2,45
Albaraka Snacks;124859;490440;0;Fast-food;0,5;-4,9;-2,45
Frietmakers;116191;488453;0;Fast-food;0,5;-4,9;-2,45
ABM Food Jan van Galenstraat h.o.d.n. FEBO;119576;487699;0;Fast-food;0,5;-4,9;-2,45
Snackpoint Amsterdam;117462;486489;0;Fast-food;0,5;-4,9;-2,45
Grill's Fastfood IJburg V.O.F.;127975;485731;0;Fast-food;0,5;-4,9;-2,45
MacBlauw 1138 B.V.;121276;487148;0;Fast-food;0,5;-4,9;-2,45
snackkar friet van piet;126421;481082;0;Fast-food;0,5;-4,9;-2,45
Rawal Horeca Exploitatie B.V.;127141;481049;0;Fast-food;0,5;-4,9;-2,45
Burger King Leidseplein B.V.;120694;486375;0;Fast-food;0,5;-4,9;-2,45
A.W.J. Bouman/Automatiek FEBO Linnaeusstraat;123683;485452;0;Fast-food;0,5;-4,9;-2,45
Snackbar De Meeuw;123425;488841;0;Fast-food;0,5;-4,9;-2,45
Nakaash Snacks;126386;479433;0;Fast-food;0,5;-4,9;-2,45
McDonald's Restaurant Amsterdam Zuid-Oost;124818;479210;0;Fast-food;0,5;-4,9;-2,45
Snackbar Menora;120910;491687;0;Fast-food;0,5;-4,9;-2,45
MacBlauw 1011 B.V.;121577;487827;0;Fast-food;0,5;-4,9;-2,45
MacBlauw 1005 B.V.;121335;487449;0;Fast-food;0,5;-4,9;-2,45
Olympia Snack V.O.F.;119464;484452;0;Fast-food;0,5;-4,9;-2,45
Snackbar van Vliet;115073;486226;0;Fast-food;0,5;-4,9;-2,45
Holland Fried Chicken B.V.;116512;488130;0;Fast-food;0,5;-4,9;-2,45
Snackbar Menna;121226;486617;0;Fast-food;0,5;-4,9;-2,45
Vrolijke Friet;113806;484458;0;Fast-food;0,5;-4,9;-2,45
KFC Netherlands B.V.;125133;478641;0;Fast-food;0,5;-4,9;-2,45
Kapsalon Express;116264;487616;0;Fast-food;0,5;-4,9;-2,45
Kiosk Brediusbad;120032;489551;0;Fast-food;0,5;-4,9;-2,45
Automatiek FEBO;118927;484218;0;Fast-food;0,5;-4,9;-2,45
Snackbar 'Bodrum';118690;485685;0;Fast-food;0,5;-4,9;-2,45
N.M.A. Keessen H.O. Febo Westpoort;113604;489477;0;Fast-food;0,5;-4,9;-2,45
Snackbar de Buurman Cido;119843;488437;0;Fast-food;0,5;-4,9;-2,45
Automatiek Febo;122356;490361;0;Fast-food;0,5;-4,9;-2,45
mr. Tom B.V.;121731;487655;0;Fast-food;0,5;-4,9;-2,45
Mr. Tom Snackbar;121698;487600;0;Fast-food;0,5;-4,9;-2,45
V.O.F. Febo Waterlandplein;125681;489475;0;Fast-food;0,5;-4,9;-2,45
Halal Nova B.V.;125525;489551;0;Fast-food;0,5;-4,9;-2,45
V.O.F. Graanstra-Drost;120753;487451;0;Fast-food;0,5;-4,9;-2,45
Snackbar Zonnebloem;121195;491784;0;Fast-food;0,5;-4,9;-2,45
KFC Akerpoort;113761;485936;0;Fast-food;0,5;-4,9;-2,45
Chipsy King;121435;487269;8;Fast-food;0,5;-4,9;-2,45
Zanzi Lounge Osdorp;114067;485542;12;Fast-food;0,5;-4,9;-2,45
Snackbar Sabrine;122651;486695;14;Fast-food;0,5;-4,9;-2,45
Friet Point;121582;487317;15;Fast-food;0,5;-4,9;-2,45
R. Natzijl/Frietsteeg;121031;486883;16;Fast-food;0,5;-4,9;-2,45
Snack King;121813;487533;20;Fast-food;0,5;-4,9;-2,45
Friet House Evertsen;118521;487048;24;Fast-food;1;-4,9;-4,9
Thaise Snackbar 'Bird';121875;487520;26;Fast-food;1;-4,9;-4,9
Stoot Je Hoofd Niet;120475;486946;27;Fast-food;1;-4,9;-4,9
Dicke Mick;113928;485863;28;Fast-food;1;-4,9;-4,9
Jamavi Fastfood B.V.;121675;487789;30;Fast-food;1;-4,9;-4,9
Snackbar Cito;120117;486792;30;Fast-food;1;-4,9;-4,9
Snackbar Eucalyptus II;121217;485885;32;Fast-food;1;-4,9;-4,9
Automatiek 't Puntje;124359;490122;33;Fast-food;1;-4,9;-4,9
Bocadio's De Kinker;120122;486794;33;Fast-food;1;-4,9;-4,9
Snackbar 'Dave';120071;489316;36;Fast-food;1;-4,9;-4,9
Snackbar High Snack B.V.;121631;487508;39;Fast-food;1;-4,9;-4,9
Vlaams Frieteshuis Voetboog B.V.;121206;486784;39;Fast-food;1;-4,9;-4,9
Vlaamse Frites 43;121357;485381;40;Fast-food;1;-4,9;-4,9
Lombok Oriental Snack;121527;486629;41;Fast-food;1;-4,9;-4,9
Snackbar Toetje;122499;485487;42;Fast-food;1;-4,9;-4,9
Natuurlijk Smullen;119183;487606;42;Fast-food;1;-4,9;-4,9
Snackkraam De Kale Man;118278;484694;44;Fast-food;1;-4,9;-4,9
Snackbar Warung Swietie Lelydorp;121627;485545;45;Fast-food;1;-4,9;-4,9
Almadina Snack;116184;487832;45;Fast-food;1;-4,9;-4,9
Eethoek 10;122704;489674;45;Fast-food;1;-4,9;-4,9
De Belg I. Horeca B.V.;121519;486619;46;Fast-food;1;-4,9;-4,9
Snackbar D,siree (eig. N.S.A. Salem);119001;487853;46;Fast-food;1;-4,9;-4,9
Happy Snacks;119882;487590;46;Fast-food;1;-4,9;-4,9
Snackbar Twins;120592;487826;46;Fast-food;1;-4,9;-4,9
De Patatza(A)k;114474;483893;47;Fast-food;1;-4,9;-4,9
Snackbar 'De Witte Tulp';119309;487288;47;Fast-food;1;-4,9;-4,9
Snackbar-Eethuisje 'De Noodstop';115437;488460;49;Fast-food;1;-4,9;-4,9
t Stekkie;120047;487529;49;Fast-food;1;-4,9;-4,9
Snackbar Scarabee;118756;486245;50;Fast-food;1;-4,9;-4,9
Broodjeszaak-Snackbar Aggie;120754;488183;50;Fast-food;1;-4,9;-4,9
Doardi;120140;488653;50;Fast-food;1;-4,9;-4,9
Snackbar 'Michael';120063;487981;51;Fast-food;1;-4,9;-4,9
Snackbar Johan;121096;484828;51;Fast-food;1;-4,9;-4,9
Spies;122039;484988;51;Fast-food;1;-4,9;-4,9
Snackbar 't Centrum;120774;488627;53;Fast-food;1;-4,9;-4,9
Eating Point Snackbar;120775;485097;54;Fast-food;1;-4,9;-4,9
Snackbar Ecem;118354;488139;54;Fast-food;1;-4,9;-4,9
Avondverkoop/Snackbar Zizi;123160;485293;55;Fast-food;1;-4,9;-4,9
Friet Plaza;124594;490082;58;Fast-food;1;-4,9;-4,9
Sphinx 3;121392;492305;58;Fast-food;1;-4,9;-4,9
Snackbar Bobo;121565;487198;58;Fast-food;1;-4,9;-4,9
Villa Don;124831;480634;60;Fast-food;1;-4,9;-4,9
Snackbar Happy Snack;119200;486440;60;Fast-food;1;-4,9;-4,9
Snackpoint 'Break Even';118699;486380;60;Fast-food;1;-4,9;-4,9
Automatiek het Spui;121039;486901;60;Fast-food;1;-4,9;-4,9
Snackbar Ollie;119856;488088;60;Fast-food;1;-4,9;-4,9
Sloppy Joe's;117741;484745;61;Fast-food;1;-4,9;-4,9
Snackbar de Dijk 145;120814;488552;62;Fast-food;1;-4,9;-4,9
Snackbar Jan Oostrum;121833;487074;62;Fast-food;1;-4,9;-4,9
Manneken Pis;121560;487657;63;Fast-food;1;-4,9;-4,9
Snackbar Churchill;121784;484456;64;Fast-food;1;-4,9;-4,9
Snackbar Huizingalaan;116887;484732;64;Fast-food;1;-4,9;-4,9
Snackbar/Afhaalcentrum 'Carmen';124046;485991;65;Fast-food;1;-4,9;-4,9
Snackbar William;121677;487158;65;Fast-food;1;-4,9;-4,9
Snackkebab;116777;485376;65;Fast-food;1;-4,9;-4,9
Onze Hanny;119809;488584;65;Fast-food;1;-4,9;-4,9
Snackbar El Hefnawy;118317;484976;66;Fast-food;1;-4,9;-4,9
Snackbar 'Donar';123554;489403;66;Fast-food;1;-4,9;-4,9
Snackbar 'Lale';118305;487349;67;Fast-food;1;-4,9;-4,9
Snackbar-Grillroom Miriam;120072;486173;67;Fast-food;1;-4,9;-4,9
Snackbar 'Orion';120463;492128;70;Fast-food;1;-4,9;-4,9
Snackbar Double Dutch;119615;487050;71;Fast-food;1;-4,9;-4,9
Snackbar 'De Snackcorner';121114;488268;71;Fast-food;1;-4,9;-4,9
Snackbar Yvonne;118939;488061;72;Fast-food;1;-4,9;-4,9
Snackbar de Badhoeve;129491;488703;72;Fast-food;1;-4,9;-4,9
Snackbar Ganzenpoort;126749;481723;73;Fast-food;1;-4,9;-4,9
Het Smikkelhoekje V.O.F.;123083;488750;73;Fast-food;1;-4,9;-4,9
Gill's Fastfood;115743;484336;75;Fast-food;1;-4,9;-4,9
Snackbar/Afhaalcentrum Warung Mini;121800;485560;75;Fast-food;1;-4,9;-4,9
R. Ghanchi H.O. Automatiek Febo;121863;485414;75;Fast-food;1;-4,9;-4,9
Snackbar Lunchroom 'De Smulhoek';114897;488269;76;Fast-food;1;-4,9;-4,9
Snackbar Petit-Restaurant Corner Inn;119901;486723;76;Fast-food;1;-4,9;-4,9
Snackbar Sphinx 5;123395;486835;76;Fast-food;1;-4,9;-4,9
t Wethoudertje;124251;484937;76;Fast-food;1,5;-4,9;-7,35
Snackland;121505;487584;79;Fast-food;1,5;-4,9;-7,35
Hoki Snacks;124289;486164;79;Fast-food;1,5;-4,9;-7,35
Snackbar Wannie;118353;485285;79;Fast-food;1,5;-4,9;-7,35
Sweet Time;121541;486628;80;Fast-food;1,5;-4,9;-7,35
Abi patat;117470;486546;80;Fast-food;1,5;-4,9;-7,35
Snackbar 't Ankertje;122029;484875;80;Fast-food;1,5;-4,9;-7,35
IJssalon/Snackbar Happe;122279;484012;81;Fast-food;1,5;-4,9;-7,35
FEBO Buikslotermeerplein B.V.;124280;490242;82;Fast-food;1,5;-4,9;-7,35
Tastyz Fastfood;117039;485504;83;Fast-food;1,5;-4,9;-7,35
Snackbar Jelle;120391;489241;83;Fast-food;1,5;-4,9;-7,35
Automatiek FEBO B.V.;121539;487890;84;Fast-food;1,5;-4,9;-7,35
Automatiek Hallo;123537;485846;85;Fast-food;1,5;-4,9;-7,35
Snackbar 'Fourty Two';121348;488133;86;Fast-food;1,5;-4,9;-7,35
Snackbar 'Constantijn';120090;486268;87;Fast-food;1,5;-4,9;-7,35
Snackbar 't Snorretje;123195;485277;88;Fast-food;1,5;-4,9;-7,35
"""Febo Reguliersbreestraat""";121488;486611;88;Fast-food;1,5;-4,9;-7,35
De Piraat;124281;487851;88;Fast-food;1,5;-4,9;-7,35
Snackbar Erno's II;123773;486002;90;Fast-food;1,5;-4,9;-7,35
Veldt en zonen horeca B.V.;128589;485109;90;Fast-food;1,5;-4,9;-7,35
